unique_id,icn,auctiondate,year,make,model,category,subcategory,location_state,location_city,starting_bid,reserve_price,hammer,buyers_premium,contract_price,reserve_met,seller_id,buyer_id,num_bids,region_id,district_id,territory_id,business_segment
18534,UQ8722,2025-12-09,2017,Volvo,EC300,Construction,Skid Steers,NE,Bellevue,17476,19479,36593,3659,40252,1,2517,1860,8,1,1,3,Enterprise
18535,LT6666,2025-12-09,2013,John Deere,S780,Ag Equipment,Planters,MO,Springfield,11050,11374,16648,1664,18312,1,2050,1326,13,1,2,11,Core
18536,EF4718,2025-12-09,2002,Ford,F-250,Truck/Trailer,Semi Tractors,MO,St Louis,5616,5612,15736,1573,17309,1,2178,179,7,1,3,24,Expansion
18537,LB8583,2025-12-09,2004,Chevrolet,Equinox,Passenger,Minivans,KS,Topeka,1555,1514,4939,493,5432,1,2079,407,8,1,2,15,Core
18538,MR6121,2025-12-09,2024,Kenworth,T880,Truck/Trailer,Dump Trucks,MI,Grand Rapids,5398,5858,16038,1603,17641,1,2627,826,13,1,2,15,Core
18539,GE5674,2025-12-09,2008,Volvo,L150H,Construction,Wheel Loaders,OH,Cincinnati,17306,22081,26370,2637,29007,1,2226,1415,6,1,4,27,Expansion
18540,BF6307,2025-12-09,2003,New Holland,CR8.90,Ag Equipment,Combines,IL,Springfield,9549,12194,18657,1865,20522,1,2382,111,6,1,2,12,Enterprise
18541,QR8851,2025-12-09,2010,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,MO,Kansas City,5655,5969,10879,1087,11966,1,2498,1236,13,1,2,14,Expansion
18542,IU1255,2025-12-09,2023,Massey Ferguson,8737,Ag Equipment,Tractors,CA,San Francisco,10921,12243,20557,2055,22612,1,2163,1639,1,3,9,71,Core
18543,GE8792,2025-12-09,2001,Komatsu,D65,Construction,Wheel Loaders,OK,Broken Arrow,15074,20610,36313,3631,39944,1,2562,1346,12,1,1,7,Enterprise
18544,ZZ1734,2025-12-09,2000,Volvo,L120H,Construction,Wheel Loaders,CO,Denver,16005,20154,47157,4715,51872,1,2554,1137,10,3,11,82,Enterprise
18545,RJ6046,2025-12-09,2009,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,KS,Overland Park,4429,6471,11049,1104,12153,1,2310,2585,10,1,3,22,Expansion
18546,GU2699,2025-12-09,2012,Case IH,1255,Ag Equipment,Planters,OK,Tulsa,9301,11869,22962,2296,25258,1,2068,727,7,1,1,6,Core
18547,OV1839,2025-12-09,2000,John Deere,8370R,Ag Equipment,Combines,IL,Peoria,8317,12018,22308,2230,24538,1,2527,1729,11,1,2,15,Core
18548,OI3371,2025-12-09,2012,John Deere,724K,Construction,Wheel Loaders,KS,Wichita,18765,19790,38512,3851,42363,1,2340,966,14,1,1,1,Core
18549,FZ9490,2025-12-09,1993,John Deere,350G,Construction,Skid Steers,MI,Lansing,18608,21664,35402,3540,38942,1,2636,1649,10,1,3,21,Expansion
18550,HT7819,2025-12-09,2018,John Deere,7230R,Ag Equipment,Tractors,NE,Bellevue,9158,13091,19728,1972,21700,1,2347,1224,5,1,4,27,Core
18551,PL2303,2025-12-09,2010,Case IH,2150,Ag Equipment,Harvesters,PA,Philadelphia,9270,12318,16733,1673,18406,1,2261,1340,15,2,6,47,Core
18552,ZA2669,2025-12-09,2008,Massey Ferguson,8735,Ag Equipment,Tractors,CO,Aurora,11315,11324,32836,3283,36119,1,2419,139,10,3,12,89,Enterprise
18553,HW0079,2025-12-09,2023,Case IH,Magnum 280,Ag Equipment,Combines,WI,Milwaukee,8618,13412,17818,1781,19599,1,2216,426,9,1,4,32,Expansion
18554,VZ6797,2025-12-09,2016,Ford,F-450,Truck/Trailer,Pickup Trucks,GA,Savannah,5048,6869,10721,1072,11793,1,2358,1460,3,2,6,44,Core
18555,AZ9105,2025-12-09,2010,Chevrolet,Silverado 2500,Truck/Trailer,Pickup Trucks,GA,Savannah,4676,6928,8889,888,9777,1,2058,1137,12,2,8,64,Core
18556,IU1237,2025-12-09,2015,Volvo,EC220,Construction,Excavators,GA,Savannah,14828,18599,43265,4326,47591,1,2456,40,2,2,8,59,Enterprise
18557,TC2847,2025-12-09,2007,Kenworth,W900,Truck/Trailer,Pickup Trucks,OH,Cincinnati,5726,6536,9621,962,10583,1,2099,289,12,1,1,4,Expansion
18558,ZE0990,2025-12-09,2021,Ram,2500,Truck/Trailer,Semi Tractors,WA,Tacoma,4685,6571,13521,1352,14873,1,2632,1781,10,3,12,94,Expansion
18559,SP6940,2025-12-09,2000,Volvo,L120H,Construction,Dozers,KS,Overland Park,18500,20456,33152,3315,36467,1,2352,168,5,1,3,20,Enterprise
18560,ZM4313,2025-12-09,1997,Case IH,Magnum 340,Ag Equipment,Combines,NE,Bellevue,11584,10736,24650,2465,27115,1,2346,1453,8,1,4,25,Core
18561,NF0682,2025-12-09,2015,Caterpillar,950M,Construction,Skid Steers,OK,Oklahoma City,18911,20908,48204,4820,53024,1,2554,1649,6,1,3,23,Enterprise
18562,KQ3947,2025-12-09,2014,Case IH,Magnum 380,Ag Equipment,Harvesters,IL,Springfield,8880,13361,29416,2941,32357,1,2136,29,15,1,2,16,Core
18563,VE2582,2025-12-09,2004,Ford,F-250,Truck/Trailer,Box Trucks,KS,Kansas City,4754,6628,13867,1386,15253,1,2367,1427,15,1,2,13,Core
18564,XB9916,2025-12-09,2015,John Deere,8320R,Ag Equipment,Planters,TX,Austin,9790,10578,31456,3145,34601,1,2613,1485,11,1,2,11,Enterprise
18565,XK1707,2025-12-09,2010,Volvo,L220H,Construction,Excavators,OR,Salem,19290,18478,44633,4463,49096,1,2105,1187,1,3,12,93,Enterprise
18566,UD8341,2025-12-09,1995,Peterbilt,579,Truck/Trailer,Pickup Trucks,SC,Charleston,4898,6830,11708,1170,12878,1,2357,1206,2,2,6,42,Enterprise
18567,QY8574,2025-12-09,2005,John Deere,8370R,Ag Equipment,Harvesters,TX,Houston,11093,13177,23757,2375,26132,1,2133,2541,9,1,1,5,Expansion
18568,VF4178,2025-12-09,2009,Kenworth,T680,Truck/Trailer,Dump Trucks,NV,Las Vegas,5622,6683,18872,1887,20759,1,2225,625,13,3,11,86,Core
18569,NU5020,2025-12-09,1996,Komatsu,WA470,Construction,Dozers,KS,Wichita,13802,21616,36385,3638,40023,1,2323,1974,6,1,3,21,Enterprise
18570,DS8604,2025-12-09,2023,Peterbilt,389,Truck/Trailer,Semi Tractors,OK,Oklahoma City,4699,6791,10191,1019,11210,1,2608,476,4,1,3,22,Core
18571,KO1325,2025-12-09,1997,Chevrolet,Silverado 3500,Truck/Trailer,Box Trucks,KS,Kansas City,5791,6781,18678,1867,20545,1,2005,1781,12,1,2,16,Enterprise
18572,MC3913,2025-12-09,2016,Ram,2500,Truck/Trailer,Semi Tractors,CA,Los Angeles,5258,5927,13590,1359,14949,1,2378,1133,4,3,11,81,Expansion
18573,VB2487,2025-12-09,1995,Kenworth,T680,Truck/Trailer,Dump Trucks,OH,Columbus,6151,6557,16450,1645,18095,1,2572,2537,6,1,4,27,Core
18574,LG3252,2025-12-09,2022,Ford,F-450,Truck/Trailer,Box Trucks,OR,Portland,5611,5777,12687,1268,13955,1,2494,1461,10,3,9,69,Expansion
18575,KS1462,2025-12-09,2006,Freightliner,Cascadia,Truck/Trailer,Pickup Trucks,CA,San Diego,6327,5663,19058,1905,20963,1,2426,1798,13,3,12,93,Core
18576,GH6732,2025-12-09,1994,Peterbilt,579,Truck/Trailer,Semi Tractors,PA,Philadelphia,4035,5644,16677,1667,18344,1,2603,334,12,2,7,53,Expansion
18577,XQ9110,2025-12-09,2020,Caterpillar,D8,Construction,Skid Steers,IA,Cedar Rapids,19844,19616,35758,3575,39333,1,2121,361,3,1,1,2,Enterprise
18578,JN4525,2025-12-09,2019,Caterpillar,D6,Construction,Excavators,PA,Pittsburgh,18775,22338,34009,3400,37409,1,2579,2561,9,2,8,64,Core
18579,SI2094,2025-12-09,1992,John Deere,X9 1100,Ag Equipment,Combines,NE,Omaha,9583,10791,32004,3200,35204,1,2088,797,12,1,1,5,Core
18580,KV0723,2025-12-09,1998,Massey Ferguson,8735,Ag Equipment,Combines,AZ,Tucson,10748,11226,33999,3399,37398,1,2123,333,3,3,11,88,Core
18581,TW8438,2025-12-09,2020,John Deere,7230R,Ag Equipment,Combines,OH,Columbus,7861,12009,16895,1689,18584,1,2013,1452,8,1,3,22,Core
18582,AE8104,2025-12-09,2017,Komatsu,WA500,Construction,Excavators,SC,Greenville,17059,18558,46139,4613,50752,1,2613,126,13,2,6,47,Enterprise
18583,RA1232,2025-12-09,2015,Ford,Fusion,Passenger,Minivans,MO,Springfield,1167,1702,2069,206,2275,1,2311,10,3,1,2,10,Core
18584,AK5774,2025-12-09,2002,John Deere,1775NT,Ag Equipment,Tractors,NE,Omaha,8035,10534,26582,2658,29240,1,2607,1447,6,1,3,24,Core
18585,LI9864,2025-12-09,2012,Komatsu,D155,Construction,Wheel Loaders,TX,San Antonio,15655,20755,32956,3295,36251,1,2382,1640,12,1,1,5,Enterprise
18586,ZO7682,2025-12-09,2013,Freightliner,Cascadia,Truck/Trailer,Box Trucks,ND,Bismarck,6143,6350,11215,1121,12336,1,2505,2602,12,1,3,24,Core
18587,OK5843,2025-12-09,2006,John Deere,S790,Ag Equipment,Tractors,OK,Oklahoma City,10808,11675,21039,2103,23142,1,2228,93,7,1,1,3,Enterprise
18588,DY3053,2025-12-09,1999,Komatsu,WA470,Construction,Excavators,MO,Springfield,18096,20903,41784,4178,45962,1,2566,1066,11,1,4,26,Enterprise
18589,XX9156,2025-12-09,1995,Peterbilt,389,Truck/Trailer,Dump Trucks,IN,Evansville,4894,5673,19529,1952,21481,1,2400,492,15,1,1,1,Expansion
18590,SG6632,2025-12-09,2010,Chevrolet,Equinox,Passenger,Minivans,IL,Springfield,1166,1581,4368,436,4804,1,2146,43,12,1,3,21,Core
18591,EI7804,2025-12-09,2005,Ford,Fusion,Passenger,SUVs,KS,Overland Park,1220,1581,3527,352,3879,1,2598,489,3,1,4,27,Core
18592,ZL4686,2025-12-09,2007,Chevrolet,Traverse,Passenger,Coupes,OR,Eugene,1554,1763,3078,307,3385,1,2269,118,4,3,9,67,Core
18593,US7342,2025-12-09,2021,Case IH,2150,Ag Equipment,Tractors,CA,San Francisco,7648,10557,32725,3272,35997,1,2452,1682,13,3,10,79,Core
18594,TK1182,2025-12-09,2008,Honda,CR-V,Passenger,Coupes,OK,Norman,1419,1559,7957,795,8752,1,2466,1238,11,1,1,8,Core
18595,NZ2162,2025-12-09,1992,Caterpillar,D8,Construction,Excavators,MO,Kansas City,17390,21126,46971,4697,51668,1,2521,25,5,1,4,32,Enterprise
18596,JU8948,2025-12-09,2021,Freightliner,Cascadia,Truck/Trailer,Box Trucks,CA,San Francisco,4876,6886,16561,1656,18217,1,2209,882,9,3,11,87,Expansion
18597,ZZ3119,2025-12-09,2022,John Deere,850K,Construction,Excavators,MO,Kansas City,16769,19940,30732,3073,33805,1,2592,1971,4,1,1,1,Enterprise
18598,MH0204,2025-12-09,1992,John Deere,850K,Construction,Dozers,TX,Houston,14902,22259,48271,4827,53098,1,2222,151,1,1,3,20,Enterprise
18599,RZ6892,2025-12-09,2013,Toyota,Camry,Passenger,SUVs,OR,Eugene,1177,1416,6419,641,7060,1,2574,635,12,3,9,66,Core
18600,AD3179,2025-12-09,2002,Chevrolet,Traverse,Passenger,SUVs,MO,St Louis,1092,1718,5658,565,6223,1,2150,1981,4,1,4,26,Core
18601,SS5525,2025-12-09,2018,Chevrolet,Malibu,Passenger,Sedans,KS,Wichita,1551,1530,3064,306,3370,1,2102,1347,10,1,3,24,Core
18602,RD8003,2025-12-09,2017,Ram,3500,Truck/Trailer,Semi Tractors,OK,Broken Arrow,5929,6336,10828,1082,11910,1,2358,2565,7,1,3,19,Core
18603,AJ2498,2025-12-09,2016,Case IH,Magnum 280,Ag Equipment,Harvesters,MN,Rochester,7843,12786,28177,2817,30994,1,2549,1590,7,1,4,26,Core
18604,AS7808,2025-12-09,2020,Ford,Explorer,Passenger,Sedans,GA,Savannah,1407,1733,2964,296,3260,1,2598,706,7,2,6,43,Core
18605,SQ1453,2025-12-09,1998,Kenworth,T680,Truck/Trailer,Semi Tractors,NC,Raleigh,6257,6403,9508,950,10458,1,2452,924,3,2,7,55,Core
18606,IZ5283,2025-12-09,2009,Ford,Fusion,Passenger,SUVs,KS,Kansas City,1080,1444,7769,776,8545,1,2473,1525,7,1,2,16,Expansion
18607,BU1266,2025-12-09,2019,Chevrolet,Silverado 3500,Truck/Trailer,Dump Trucks,MO,Kansas City,4494,5865,17587,1758,19345,1,2576,432,9,1,1,1,Core
18608,LX4727,2025-12-09,2018,Ford,F-350,Truck/Trailer,Box Trucks,KS,Wichita,4671,6706,9617,961,10578,1,2498,1303,11,1,3,18,Expansion
18609,SS7858,2025-12-09,2003,Ram,3500,Truck/Trailer,Semi Tractors,KS,Topeka,4901,6135,18747,1874,20621,1,2176,1941,2,1,2,12,Core
18610,GM8264,2025-12-09,2000,Kenworth,W900,Truck/Trailer,Pickup Trucks,AZ,Mesa,5218,6429,16369,1636,18005,1,2111,898,2,3,11,81,Expansion
18611,MC6282,2025-12-09,2007,Toyota,Highlander,Passenger,Sedans,OK,Tulsa,1275,1473,4190,419,4609,1,2086,1783,14,1,4,31,Core
18612,GL6425,2025-12-09,1999,Komatsu,PC210,Construction,Wheel Loaders,GA,Atlanta,18542,18593,34985,3498,38483,1,2228,250,8,2,7,54,Enterprise
18613,DV0139,2025-12-09,2020,Honda,Accord,Passenger,Coupes,MO,Kansas City,1260,1469,2826,282,3108,1,2323,1602,10,1,2,12,Enterprise
18614,KP1928,2025-12-09,2000,Case IH,Magnum 280,Ag Equipment,Tractors,CA,Sacramento,7735,13291,31084,3108,34192,1,2468,1708,15,3,11,84,Core
18615,IW4720,2025-12-09,2010,Ford,Fusion,Passenger,SUVs,NC,Greensboro,1414,1781,2692,269,2961,1,2341,2634,15,2,5,37,Core
18616,IZ2232,2025-12-09,2010,Volvo,EC300,Construction,Excavators,OK,Oklahoma City,15270,20863,36069,3606,39675,1,2464,621,1,1,3,20,Expansion
18617,EA7109,2025-12-09,2010,Honda,CR-V,Passenger,Minivans,ND,Fargo,1106,1406,6130,613,6743,1,2482,14,3,1,2,15,Core
18618,MT0232,2025-12-09,1998,Kenworth,T880,Truck/Trailer,Box Trucks,MI,Grand Rapids,4875,5921,11828,1182,13010,1,2206,1382,3,1,3,20,Core
18619,YX3663,2025-12-09,1994,Kenworth,T680,Truck/Trailer,Pickup Trucks,TX,Dallas,5833,7179,18833,1883,20716,1,2272,582,14,1,4,26,Enterprise
18620,LT4657,2025-12-09,2002,Honda,Pilot,Passenger,Minivans,IA,Des Moines,1219,1664,3360,336,3696,1,2158,1564,13,1,3,24,Core
18621,HP6712,2025-12-09,2010,Ram,3500,Truck/Trailer,Dump Trucks,MO,Springfield,6227,6351,9675,967,10642,1,2047,1223,3,1,4,27,Core
18622,OY1986,2025-12-09,1991,Volvo,L120H,Construction,Excavators,WA,Spokane,15044,20571,29905,2990,32895,1,2570,1427,6,3,9,69,Expansion
18623,RV0311,2025-12-09,2008,John Deere,7230R,Ag Equipment,Tractors,GA,Augusta,10865,10856,28953,2895,31848,1,2022,214,4,2,8,62,Core
18624,SW0566,2025-12-09,2008,John Deere,6155R,Ag Equipment,Planters,TX,Houston,9427,11551,18772,1877,20649,1,2032,1650,4,1,2,16,Core
18625,PR7716,2025-12-09,2001,Chevrolet,Traverse,Passenger,Sedans,IL,Chicago,1048,1716,4840,484,5324,1,2068,1184,5,1,1,5,Core
18626,MT2558,2025-12-09,2010,Ford,F-450,Truck/Trailer,Dump Trucks,SD,Sioux Falls,4887,6663,19931,1993,21924,1,2033,1461,9,1,3,17,Expansion
18627,RK5385,2025-12-09,2014,John Deere,950K,Construction,Skid Steers,IL,Springfield,16614,17649,42977,4297,47274,1,2461,2556,12,1,3,24,Enterprise
18628,EZ1057,2025-12-09,1991,Ford,F-250,Truck/Trailer,Pickup Trucks,WA,Spokane,5521,5931,19879,1987,21866,1,2235,1158,2,3,9,70,Core
18629,KK8551,2025-12-09,2006,Peterbilt,579,Truck/Trailer,Box Trucks,KS,Topeka,4833,6280,13719,1371,15090,1,2296,1268,1,1,3,24,Enterprise
18630,GK6123,2025-12-09,2000,Chevrolet,Equinox,Passenger,Coupes,IA,Des Moines,1169,1639,3786,378,4164,1,2625,2571,3,1,2,14,Core
18631,RB0020,2025-12-09,1993,Honda,Civic,Passenger,Coupes,KS,Wichita,1427,1438,4326,432,4758,1,2222,323,7,1,2,16,Enterprise
18632,LH7162,2025-12-09,2020,Chevrolet,Equinox,Passenger,Coupes,IA,Des Moines,1405,1550,7342,734,8076,1,2331,2528,9,1,1,1,Expansion
18633,OL4866,2025-12-09,2023,Honda,Pilot,Passenger,Coupes,TX,Dallas,1060,1530,3653,365,4018,1,2258,1469,6,1,3,23,Enterprise
18634,ME5591,2025-12-09,2014,New Holland,T8.380,Ag Equipment,Tractors,OK,Norman,8725,12816,25727,2572,28299,1,2614,1683,10,1,3,23,Expansion
18635,DE4771,2025-12-09,1992,Ram,3500,Truck/Trailer,Semi Tractors,AZ,Mesa,4540,6429,14514,1451,15965,1,2573,1840,9,3,12,93,Core
18636,UU4628,2025-12-09,1991,Toyota,Camry,Passenger,SUVs,OK,Tulsa,1040,1740,5322,532,5854,1,2446,641,3,1,1,5,Core
18637,KU0198,2025-12-09,1998,Caterpillar,D8,Construction,Skid Steers,KS,Wichita,15211,19658,43917,4391,48308,1,2406,976,4,1,1,4,Enterprise
18638,QW9773,2025-12-09,2013,Massey Ferguson,8737,Ag Equipment,Harvesters,KS,Topeka,11046,12092,29336,2933,32269,1,2511,965,8,1,3,23,Core
18639,YI3550,2025-12-09,2011,Ram,2500,Truck/Trailer,Semi Tractors,MO,St Louis,4174,5841,10191,1019,11210,1,2344,456,13,1,4,32,Core
18640,MZ5593,2025-12-09,2006,Case IH,Magnum 280,Ag Equipment,Planters,TX,Austin,7824,12279,28374,2837,31211,1,2279,1735,11,1,4,26,Expansion
18641,LQ5709,2025-12-09,2012,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,OH,Cleveland,4878,5773,18754,1875,20629,1,2447,1986,3,1,2,10,Expansion
18642,KX0358,2025-12-09,2012,New Holland,T7.270,Ag Equipment,Planters,IN,Evansville,8068,13201,28170,2817,30987,1,2362,827,2,1,2,11,Enterprise
18643,FL1806,2025-12-09,2001,Kenworth,W900,Truck/Trailer,Box Trucks,CO,Denver,5802,7185,10900,1090,11990,1,2349,160,14,3,9,68,Expansion
18644,KX2918,2025-12-09,2002,Massey Ferguson,8737,Ag Equipment,Harvesters,GA,Atlanta,8724,11741,20969,2096,23065,1,2553,1550,11,2,8,60,Core
18645,TK4855,2025-12-09,2008,John Deere,8320R,Ag Equipment,Tractors,OK,Broken Arrow,9216,13470,30822,3082,33904,1,2566,1779,2,1,1,3,Enterprise
18646,AQ0556,2025-12-09,2023,Toyota,Highlander,Passenger,Sedans,CO,Aurora,1574,1717,5136,513,5649,1,2569,1690,9,3,11,83,Enterprise
18647,TX3912,2025-12-09,1998,Peterbilt,348,Truck/Trailer,Pickup Trucks,CA,San Diego,6031,5959,18846,1884,20730,1,2357,257,3,3,9,69,Enterprise
18648,PV7202,2025-12-09,1990,Peterbilt,389,Truck/Trailer,Box Trucks,IA,Cedar Rapids,6071,6211,17700,1770,19470,1,2564,24,14,1,2,9,Core
18649,VH1370,2025-12-09,2024,Kenworth,W900,Truck/Trailer,Semi Tractors,KS,Kansas City,4521,5625,10218,1021,11239,1,2373,871,14,1,2,9,Expansion
18650,VG6708,2025-12-09,1992,Caterpillar,349,Construction,Dozers,CA,Sacramento,14600,17858,47652,4765,52417,1,2467,1368,4,3,11,84,Enterprise
18651,IK9100,2025-12-09,2021,Ford,F-250,Truck/Trailer,Semi Tractors,MO,Columbia,5133,7106,10590,1059,11649,1,2045,653,15,1,3,19,Core
18652,RR6398,2025-12-09,2017,Honda,Civic,Passenger,Minivans,MO,Springfield,1167,1414,5227,522,5749,1,2412,802,14,1,4,30,Core
18653,IJ0254,2025-12-09,1996,Freightliner,Cascadia,Truck/Trailer,Pickup Trucks,IA,Des Moines,5863,6611,10344,1034,11378,1,2583,663,6,1,3,21,Enterprise
18654,FH4710,2025-12-09,1994,Caterpillar,972M,Construction,Dozers,NC,Greensboro,18029,19823,43219,4321,47540,1,2649,1886,5,2,5,35,Enterprise
18655,RG5031,2025-12-09,1995,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,FL,Orlando,6292,5666,14550,1455,16005,1,2367,1425,9,2,7,56,Core
18656,UF8990,2025-12-09,2000,Volvo,EC300,Construction,Excavators,IA,Cedar Rapids,19629,21594,29463,2946,32409,1,2107,536,3,1,1,5,Enterprise
18657,QI0631,2025-12-09,2019,Ford,Escape,Passenger,Sedans,MO,Columbia,1043,1675,2440,244,2684,1,2460,1127,5,1,4,28,Core
18658,UV9223,2025-12-09,2012,John Deere,X9 1100,Ag Equipment,Combines,CA,Sacramento,11404,10846,31483,3148,34631,1,2351,1833,8,3,12,93,Core
18659,EB5378,2025-12-09,2018,Case IH,9250,Ag Equipment,Tractors,OK,Norman,7804,11344,21168,2116,23284,1,2139,1710,15,1,3,24,Expansion
18660,JY0548,2025-12-09,2000,Freightliner,Columbia,Truck/Trailer,Pickup Trucks,GA,Augusta,4602,5742,14103,1410,15513,1,2285,1252,9,2,6,47,Enterprise
18661,VD2777,2025-12-09,2018,John Deere,7230R,Ag Equipment,Harvesters,MI,Lansing,9544,12047,20478,2047,22525,1,2379,1465,8,1,3,23,Core
18662,WD5537,2025-12-09,2004,Volvo,L150H,Construction,Dozers,IN,Fort Wayne,19517,22271,44075,4407,48482,1,2286,565,10,1,2,13,Enterprise
18663,AF6446,2025-12-09,1998,Ram,2500,Truck/Trailer,Pickup Trucks,CA,San Diego,4514,7097,15258,1525,16783,1,2468,1321,3,3,9,70,Core
18664,XX1553,2025-12-09,2013,Kenworth,W900,Truck/Trailer,Semi Tractors,NV,Reno,5624,6602,14301,1430,15731,1,2446,2632,8,3,11,88,Core
18665,UN8069,2025-12-09,2007,Case IH,2150,Ag Equipment,Harvesters,GA,Augusta,8783,13259,32754,3275,36029,1,2218,1832,2,2,6,43,Expansion
18666,UL7657,2025-12-09,1993,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,MO,Columbia,5172,6234,19835,1983,21818,1,2378,679,10,1,3,24,Expansion
18667,NW2605,2025-12-09,2004,Freightliner,Columbia,Truck/Trailer,Semi Tractors,WA,Tacoma,4322,6569,14777,1477,16254,1,2482,2614,15,3,12,96,Core
18668,QQ3349,2025-12-09,1991,New Holland,T8.380,Ag Equipment,Tractors,WA,Seattle,10465,11940,19099,1909,21008,1,2436,874,7,3,12,93,Expansion
18669,OI7541,2025-12-09,1993,Chevrolet,Malibu,Passenger,SUVs,OK,Broken Arrow,1146,1566,4521,452,4973,1,2368,249,13,1,3,23,Core
18670,WY4736,2025-12-09,2018,John Deere,724K,Construction,Dozers,WA,Tacoma,18062,18329,42241,4224,46465,1,2039,1996,7,3,9,72,Enterprise
18671,AJ4493,2025-12-09,2014,Case IH,9250,Ag Equipment,Planters,CA,Sacramento,8404,10641,27065,2706,29771,1,2156,1996,6,3,12,93,Core
18672,ML9807,2025-12-09,2004,John Deere,8370R,Ag Equipment,Harvesters,IL,Chicago,10371,13425,27515,2751,30266,1,2246,1133,12,1,4,26,Core
18673,YG7244,2025-12-09,2005,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,OR,Portland,5163,6693,10914,1091,12005,1,2319,625,4,3,12,90,Expansion
18674,GT5541,2025-12-09,2000,New Holland,T9.565,Ag Equipment,Combines,MN,Rochester,8317,12167,29830,2983,32813,1,2331,1439,7,1,4,29,Expansion
18675,JX3088,2025-12-09,1999,Freightliner,Columbia,Truck/Trailer,Box Trucks,KS,Wichita,4109,6501,18235,1823,20058,1,2187,567,2,1,4,31,Expansion
18676,HZ6659,2025-12-09,2013,Freightliner,Century,Truck/Trailer,Pickup Trucks,OR,Portland,6049,6728,11075,1107,12182,1,2031,1287,15,3,10,78,Expansion
18677,SA7689,2025-12-09,1999,Ford,F-250,Truck/Trailer,Semi Tractors,SC,Columbia,4158,6441,17882,1788,19670,1,2386,1910,10,2,8,57,Core
18678,AN9771,2025-12-09,1993,Chevrolet,Malibu,Passenger,Coupes,OK,Norman,1328,1624,7609,760,8369,1,2572,459,15,1,4,32,Core
18679,XF4124,2025-12-09,2008,Ford,F-250,Truck/Trailer,Pickup Trucks,MO,Kansas City,5682,6433,17674,1767,19441,1,2324,1687,14,1,2,10,Enterprise
18680,BD4229,2025-12-09,1999,Case IH,2150,Ag Equipment,Harvesters,WA,Tacoma,10065,11478,34873,3487,38360,1,2586,388,11,3,10,80,Core
18681,MS9710,2025-12-09,2010,New Holland,CR8.90,Ag Equipment,Tractors,TX,Austin,8397,13109,30156,3015,33171,1,2234,1474,8,1,3,24,Expansion
18682,HH9322,2025-12-09,2019,Freightliner,Century,Truck/Trailer,Dump Trucks,OK,Tulsa,5093,6279,8586,858,9444,1,2086,1494,8,1,4,26,Core
18683,LI5754,2025-12-09,2015,Case IH,Magnum 340,Ag Equipment,Combines,MO,Springfield,11238,10932,28520,2852,31372,1,2610,1991,13,1,3,24,Core
18684,DQ7589,2025-12-09,2017,Kenworth,T680,Truck/Trailer,Pickup Trucks,MO,Kansas City,6386,7094,11368,1136,12504,1,2465,1922,14,1,1,7,Expansion
18685,TR2299,2025-12-09,1991,Kenworth,T680,Truck/Trailer,Box Trucks,GA,Atlanta,4280,7041,17695,1769,19464,1,2525,1716,14,2,8,62,Expansion
18686,KS8655,2025-12-09,1998,Komatsu,PC290,Construction,Dozers,PA,Harrisburg,19244,19370,42160,4216,46376,1,2513,1956,10,2,5,38,Enterprise
18687,RL7744,2025-12-09,1992,Massey Ferguson,8737,Ag Equipment,Combines,AZ,Tucson,8855,11139,31212,3121,34333,1,2015,109,3,3,10,74,Core
18688,PW6716,2025-12-09,2021,Freightliner,Columbia,Truck/Trailer,Box Trucks,KS,Kansas City,5970,7161,12890,1289,14179,1,2073,324,15,1,2,16,Core
18689,SX3480,2025-12-09,1997,Massey Ferguson,8737,Ag Equipment,Combines,SC,Columbia,11867,10760,30479,3047,33526,1,2309,658,3,2,7,52,Core
18690,QU6620,2025-12-09,2016,John Deere,210G,Construction,Wheel Loaders,FL,Orlando,16119,19317,47767,4776,52543,1,2461,76,11,2,8,62,Enterprise
18691,II4275,2025-12-09,2000,Massey Ferguson,8735,Ag Equipment,Tractors,ND,Bismarck,8683,12469,18663,1866,20529,1,2409,2551,3,1,3,19,Expansion
18692,PQ9370,2025-12-09,1996,Case IH,2150,Ag Equipment,Combines,KS,Kansas City,9740,11091,21178,2117,23295,1,2447,58,8,1,1,3,Expansion
18693,YY0196,2025-12-09,1992,John Deere,X9 1100,Ag Equipment,Combines,KS,Topeka,11806,12898,26812,2681,29493,1,2330,364,5,1,1,7,Expansion
18694,VV1945,2025-12-09,1997,Komatsu,PC210,Construction,Dozers,KS,Kansas City,15191,21553,30407,3040,33447,1,2062,1080,12,1,1,7,Enterprise
18695,FH6813,2025-12-09,2018,Peterbilt,579,Truck/Trailer,Semi Tractors,OH,Columbus,6025,7096,15039,1503,16542,1,2410,1396,10,1,2,13,Core
18696,XJ0103,2025-12-09,2002,Kenworth,T880,Truck/Trailer,Box Trucks,MO,Columbia,5826,5787,16750,1675,18425,1,2333,1133,15,1,2,11,Expansion
18697,ET5351,2025-12-09,2002,Volvo,L150H,Construction,Wheel Loaders,CA,San Diego,18974,21387,31661,3166,34827,1,2387,523,3,3,11,84,Enterprise
